1       447
2       1
3       15
4       350
5       28
6       26
7       59
8       58
9       3
10      4
11      5
12      69
13      27
14      205
15      173
16      202
18      35
19      33
20      538
21      214
22      63
23      61
24      212
25      74
26      72
27      86
28      88
29      12
30      115
31      92
32      374
33      537
